"Date","JDay","Coef","VIP","Tmean","Tstdev"
1001,-91,0.378548838393719,1.19691269597146,12.2186919887879,1.09201364531112
1002,-90,0.37854883839372,1.19691269597146,11.8851773372727,0.830465446511411
1003,-89,0.378548838393719,1.19691269597146,11.5596939130303,0.888544665650095
1004,-88,0.37854883839372,1.19691269597146,11.5609813675758,0.496730354205586
1005,-87,0.378548838393721,1.19691269597146,11.6110426948485,0.0250613737929937
1006,-86,-0.378548838393719,1.19691269597146,11.733118030303,0.445108088009033
1007,-85,-0.378548838393719,1.19691269597146,12.107915969697,0.887373719210301
1008,-84,-0.378548838393719,1.19691269597146,12.9734006666667,0.979804814030176
1009,-83,-0.378548838393719,1.19691269597146,13.6844910757576,1.04855245920382
1010,-82,-0.378548838393719,1.19691269597146,14.120629969697,1.19404855072348
1011,-81,-0.374256040569063,1.14925991524784,14.5138904175956,1.03934758997686
1012,-80,-0.292120268766299,0.76515144043528,15.1430725802009,0.520975290118986
1013,-79,-0.0431700777477186,0.424723681038972,15.6798233936153,0.602319183055965
1014,-78,0.0455380866216348,0.618985245148375,15.9796096884331,0.828599112970091
1015,-77,0.185548892217076,0.967543396272871,15.9882635322782,1.07175637605229
1016,-76,0.277110709910448,1.17326174236326,16.0881284241821,1.5662709329588
1017,-75,0.312121422333287,1.24080278336608,15.9872941926554,2.18368016855761
1018,-74,0.321191258714658,1.25706729089996,15.6268424846531,2.72674328984632
1019,-73,0.324790612693878,1.26220631485924,15.3243340917819,3.10376335007206
1020,-72,0.329009149102021,1.26842184780155,15.0513844065068,3.56058150947419
1021,-71,0.340485044480406,1.28247667827825,15.0007745352625,4.18721944271047
1022,-70,0.349956602608589,1.29622447822593,14.4286481366766,4.58011320508166
1023,-69,0.35156965410144,1.2989253251611,13.5251676493294,4.82866488360144
1024,-68,0.351326143244309,1.30035282108825,13.0273409207944,5.01142233575594
1025,-67,0.34644804916082,1.29773330728962,12.4429382816108,5.02832226955583
1026,-66,0.339288760098863,1.29449179411895,12.1728726638128,5.08090862697702
1027,-65,0.334081441523291,1.29400567496036,11.7426021734241,4.81067554398832
1028,-64,0.339723947811863,1.3036368308223,11.7484867094962,4.87859432786238
1029,-63,0.347147345665093,1.31273423686817,11.5484509174985,5.0399533791221
1030,-62,0.349898362299772,1.3192198345636,11.0562176482485,5.26183730978461
1031,-61,0.346844076261012,1.31646063108211,10.9127923865539,5.23626021776368
1101,-60,0.334676030288416,1.30080858407046,10.6364750077982,4.91646120316447
1102,-59,0.320089154788225,1.27881407137497,11.0263426251521,4.91244826293947
1103,-58,0.311765136988682,1.26548252517747,11.4207032529243,4.93889067873555
1104,-57,0.302489379022275,1.2489080028905,11.6162634980448,4.8316241094634
1105,-56,0.289802023970303,1.22473007975675,11.9017854431683,4.73617542362267
1106,-55,0.276984191788323,1.19682226012738,12.1023986310606,4.54677121247993
1107,-54,0.258206176517065,1.15391735694528,12.4902053810606,4.61813103967781
1108,-53,0.224871441272121,1.07682916892648,12.4253872280303,4.61164316585383
1109,-52,0.197423560275679,1.00972815417515,12.3751262356061,4.67877690372659
1110,-51,0.181610156220069,0.969781567949949,12.1625290494924,4.726795912875
1111,-50,0.181094508244168,0.968774715865337,11.8891772616136,4.93929870285519
1112,-49,0.190436391209264,0.992590282747986,11.466841155553,5.22471053574375
1113,-48,0.209964074751035,1.0404944698943,10.8705239131288,5.27777160726893
1114,-47,0.218425000677964,1.06385927801689,10.4148796154015,5.31884571972791
1115,-46,0.222397328663156,1.07883475081729,10.1779129975227,5.47622261492704
1116,-45,0.236759896774323,1.1177163102789,9.93848690661364,5.66647477355716
1117,-44,0.244433166382142,1.13978275337604,9.84946179570455,5.83704921331389
1118,-43,0.255073109810419,1.16620820469009,9.74313643206818,6.04702715127735
1119,-42,0.261651589270189,1.18295032694749,9.71841090176515,6.26801382368715
1120,-41,0.261305248752566,1.1850423965785,9.71493954570455,6.3147139104345
1121,-40,0.268159608390497,1.20284971209498,10.0002197348485,6.28528721149873
1122,-39,0.282999342563815,1.24043952468875,10.2913711060606,6.16652343010899
1123,-38,0.297265655019252,1.27605957278325,10.7435151439394,6.12924312379312
1124,-37,0.299473737181026,1.29176014109,11.2138516515152,5.96935898228356
1125,-36,0.300632105209954,1.30424054724064,11.7088003128788,5.74271315269609
1126,-35,0.301743113776784,1.30783149301148,11.7317308356061,5.40512036203472
1127,-34,0.298069260482456,1.29747527528566,12.0470263712121,5.01678797815823
1128,-33,0.295742286468978,1.28378582308141,12.3642574090909,4.78732456479978
1129,-32,0.29409005167624,1.26041312617214,12.3565065151515,4.88446060984121
1130,-31,0.286050260814334,1.21611565132356,12.3492482121212,4.95538735672754
1201,-30,0.277510884231073,1.17103649870631,12.5390226136364,5.01765714880551
1202,-29,0.257725579026239,1.10369271825983,12.7721822424242,5.05807886489584
1203,-28,0.247273623535618,1.07221126895748,12.7122809242424,5.0217937362882
1204,-27,0.238518764177747,1.04652145486991,12.7436382045455,4.99682159043675
1205,-26,0.236672509850139,1.0427673354335,12.785625219697,5.02220485950533
1206,-25,0.248788087033683,1.07866087969516,12.6906448030303,5.04750318588611
1207,-24,0.269513564987468,1.1347016007748,12.8679206212121,5.28929303524254
1208,-23,0.28903814901165,1.1867148817523,12.8006246742424,5.63641319346845
1209,-22,0.306260734839391,1.23089208958146,12.5654521363636,6.0172398302166
1210,-21,0.317550135578394,1.25764171648297,12.47746975,6.17753503592856
1211,-20,0.323806298793785,1.2688961910971,12.380806,6.25554821439075
